,cancion
866,Así Es el Mundo - Remasterizado
867,Así Es la Milonga - Buenos Aires 27/05/1942 (Restauración 2022)
868,Así Nació Esta Milonga
869,Así Soy
870,Así Va Este Amor
871,Atardecer - Instrumental (Remasterizado)
872,Atardecer Antiguo
873,Atardecer Bandeño
874,Atenti Pebeta - Remasterizado
875,"Atenti, pebeta"
876,Aterrizar
877,Aterrizar
878,Atlántico - Leandro Fresco Mix
879,Atlántico - Leandro Fresco Remix
880,Atlántico - Mr. Powditch Mix
881,Atorrante - Remasterizado
882,Atrapado
883,Atras de la Puerta - Remasterizado
884,Atrevido
885,Atrevido
886,Attorante
887,Aturdido (Remix)
888,"Auf Flügeln des Gesanges, Op. 34, No. 2"
889,Aunque No Lo Crean - Remasterizado
890,Aunque Parezca Mentira
891,Aunque seas mujer
892,Aura Que No Ve la Vieja - Remasterizado
893,Aura Viene Lo Mas Gueno - Remasterizado
894,Aurora
895,Aurora Boreal - Sobrenadar Remix
896,Aurora Mendocina
897,Ausencia Gris
898,Ausencia de Río Con Luna - El Remolón Remix
899,Austin
900,Austin
901,Austin
902,Austin
903,Automático (feat. Hernan Ortiz)
904,Autopista
905,Autumn Lights
906,Avantfunk
907,Ave María - Arr. pour piano et clarinette
908,Ave de Paso
909,Ave de Paso - Remasterizado
910,Ave de Vuelo
911,Avellaneda Blues
912,"Avellaneda Blues (feat. Rafael Varela, Hernán Jacinto, Mariano Otero & Carto Brandán)"
913,"Avellaneda Blues (feat. Rafael Varela, Hernán Jacinto, Mariano Otero & Carto Brandán)"
914,"Avellaneda Blues (feat. Rafael Varela, Hernán Jacinto, Mariano Otero & Carto Brandán)"
915,Aventura (feat. Marcela Morelo)
916,Avistaje
917,Ay Catamarca (with Raly Barrionuevo)
918,"Ay Jalisco, No Te Rajes - Remasterizado"
919,Ay Lunitay
920,Ay Mama Mía
921,Ay Maricruz
922,Ay Mi Palomita
923,Ay Velay! - Remasterizado
924,Ay de mi
925,Ay de mi
926,Ay de mi
927,Ay fortuna cruel
928,Ay que el alma
929,Ay! Que Miedo Tengo - Remasterizado
930,"Ay, Elena"
931,"Ay, Josefina - Remasterizado"
932,"Ay, Mi Amor"
933,"Ay, Mi Nena"
934,"Ay, Por Qué Dios Me Daría"
935,"Ay, Que el Alma..."
936,"Ay, Que el Alma..."
937,"Ay, aurora"
938,Ay... Ay... Ay
939,Aya Marcay Quilla
940,Ayer Hoy y Mañana
941,Ayer soñé con Walter
942,Ayuda
943,Ayudame
944,Ayúdame - Remastered
945,Ayúdame a Conocer
946,Azucena - Remasterizado
947,Azul - Jazz Online Club Sessions
948,Azul De Madrugada
949,Azul Divino
950,Azul Y Blanco En Mi Corazon
951,Azul de Invierno
952,Azul y Blanca
953,Azul y Oro (Freestyle)
954,Azulejo
955,Azulidad
956,Azulidad - Remasterizado
957,Azúcar Amarga - Vivo Luna Park
958,Azúcar de caña
959,"Azúcar, Pimienta y Sal (with Jorge Falcón & Fernando Soler)"
960,"Azúcar, Pimienta y Sal (with Jorge Falcón & Fernando Soler)"
961,Años de soledad (feat. Horacio Romo)
962,B.B.
963,B.E
964,BANDIDO
965,BB
966,BEAT SPIRITUAL CURSE
967,BLUNTED 5 - Remix
968,BRION
969,BYE BYE (feat. Fabiana Cantilo)
970,Babas del Diablo
971,Baby Drip
972,Baby Love
973,"Bach, JS: Keyboard Partita No. 2 in C Minor, BWV 826: III. Allemande"
974,"Bach, JS: Keyboard Partita No. 2 in C Minor, BWV 826: IV. Courante"
975,"Bach, JS: Keyboard Partita No. 2 in C Minor, BWV 826: V. Sarabande"
976,"Bach, JS: Keyboard Partita No. 2 in C Minor, BWV 826: VI. Rondeau & Capriccio"
977,Bachianas Brasileiras No. 5: Ária (Arr. by Eduardo Egüez)
978,Bachianas Brasileiras No. 5: Ária (Arr. by Eduardo Egüez)
979,Background
980,Bad B*tches
981,Bagdad Cafe: Calling You
982,Bagdad Cafe: Here
983,Baguala Del Tomate
984,Baguala Salteña del Valle de Lerna
985,Baguala Tucumana del Mollar
986,Bagualerita
987,Bahía Blanca - Instrumental
988,Baila Cholita (feat. Antonio Tarragó Ros)
989,Baila Pa' Mi
990,Baila Sexy
991,Baila el Funk
992,Bailamos
993,Bailando Lentos
994,Bailando Me Diste un Beso
995,Bailando Me Diste un Beso - Remasterizado
996,Bailando Te Conocí
997,Bailando con la luna
998,Bailando con la luna
999,Bailando de a Dos
1000,Bailango
1001,Bailarina De Tango - Remastered
1002,Bailarina de Tango
1003,Bailarina de tango
1004,Bailarín Apocalíptico
1005,Bailarín Compadrito - Remasterizado
1006,Bailarín de Lujo
1007,Bailarín de Lujo
1008,Baile
1009,Baile de Duende
1010,Bailecito (Small Dance)
1011,Bailecito (arr. for guitar)
1012,Bailecito Soy
1013,Bailecito Soy
1014,Bailecito Soy
1015,Bailemos
1016,Bailongo
1017,Bailongo
1018,Bailongo de los Domingos
1019,Baires '72
1020,Bajan (feat. Alejandro Lerner)
1021,Bajando la Serrania - Remasterizado
1022,Bajaste Del Norte
1023,Bajo Belgrano - Remasterizado
1024,Bajo Mi Pulgar
1025,Bajo Tierra - Remasterizado
1026,Bajo Un Cielo De Estrellas
1027,Bajo el Beso de la Luna - Remasterizado
1028,Bajo el Cielo Azul - Remasterizado
1029,Bajo el Cono Azul
1030,Bajo el Resplandor
1031,Bajo la Santa Federación
1032,Bajo la Sombra de un Árbol
1033,Bajo las Sombras
1034,Bajo un Cielo Azul
1035,Bajo un cielo de estrellas
1036,Balada Nocturna
1037,Balada Para Un Corazon de Madera
1038,Balada para Martha
1039,Balada para Martin Fierro (arr. for guitar)
1040,Balada para Mi Muerte (with Astor Piazzolla)
1041,Balada para el Power Trío
1042,Balada para un Loco
1043,Balada para un Loco (with Astor Piazzolla)
1044,Balada para un Organito Loco
1045,Balada para Él (with Astor Piazzolla)
1046,Baldosa Floja
1047,Baldosa Floja
1048,Ballade pour un trio argentin
1049,Bandera Blanca
1050,Banderita
1051,Banderita
1052,Bandidos Rurales
1053,Bandita de mi pueblo
1054,Bando: Bando (arr. E. Acher)
1055,Bandola Triste
1056,Bandolera
1057,Bandolera
1058,Bandolera
1059,Bandolera - Remasterizado
1060,Bandoneon Arrabalero - Remasterizado
1061,Bandoneon de mis amores
1062,Bandoneón Arrabalero (with Nelly Vázquez)
1063,Bandoneón Arrabalero (with Nelly Vázquez)
1064,Bandoneón arrabalero
1065,Bandoneón arrabalero
1066,Bandoneón arrabalero
1067,Bandoneón arrabalero
1068,Bandoneón para Siempre
1069,Bandó
1070,Bandó
1071,Bar
1072,Bar Nocturno
1073,Bar Nocturno
1074,Barajita de la Suerte
1075,Barba De Choclo
1076,Barbijo Astral
1077,Barbon
1078,Barcarola del Riachuelo - Remasterizado
1079,Barcarola triste
1080,Barco Partido
1081,Barcos
1082,Barcos
1083,Barcos
1084,Barcos
1085,Barcos (feat. Fito Páez)
1086,Bardal
1087,Bardo
1088,Baron B
1089,Barra Querida - Remasterizado
1090,Barra querida
1091,Barranco
1092,Barrilito
1093,Barrio De Tango (with Roberto Goyeneche)
1094,Barrio De Tango (with Roberto Goyeneche)
1095,Barrio Fino
1096,Barrio Latino
1097,Barrio Pobre - Buenos Aires 23/12/1958 [Restauración 2021]
1098,Barrio Reo - Remasterizado
1099,Barrio de tango
1100,Barrio pobre
1101,Barro Nada Mas
1102,Barro Tal Vez
1103,Barro Tal Vez (with Luis Alberto Spinetta)
1104,Bartolo Toca la Flauta
1105,"Bartók: Para Niños, Sz. 42, Libro I, ""Canciones Folklóricas Húngaras"": Nº 10, Flores Exóticas, Allegro Molto"
1106,"Bartók: Para Niños, Sz. 42, Libro I, ""Canciones Folklóricas Húngaras"": Nº 6, Danza Regional"
1107,"Bartók: Para Niños, Sz. 42, Libro III, ""Canciones Folklóricas Eslovenas"": Nº 61, Amante Distante, Assai Lento"
1108,"Bartók: Piano Concerto No. 1, Sz. 83: I. Allegro moderato - Allegro"
1109,"Bartók: Piano Concerto No. 1, Sz. 83: II. Andante"
1110,"Bartók: Piano Concerto No. 1, Sz. 83: III. Allegro molto"
1111,"Bartók: Piano Concerto No. 3 in E Major, Sz. 119: I. Allegretto"
1112,"Bartók: Piano Concerto No. 3 in E Major, Sz. 119: II. Adagio religioso"
1113,"Bartók: Piano Concerto No. 3 in E Major, Sz. 119: III. Allegro vivace"
1114,Basado en Hechos Reales
1115,Basta de mentiras
1116,Basura
1117,Basura
1118,Basurita
1119,Batilana
1120,Bautismo
1121,Bayos negros dormidos
1122,Bazar de los milagros
1123,Bañado Norte
1124,Be My Baby
1125,Beatriz Durante
1126,Beautiful Love
1127,Beautiful Love
1128,Bebamos de las Copas Lindas
1129,"Bebe en Mi Cántaro (with Lautaro Heredia, Motta Luna, Lucas Segovia & Daniel Montojo)"
1130,"Bebe en Mi Cántaro (with Lautaro Heredia, Motta Luna, Lucas Segovia & Daniel Montojo)"
1131,Bebita - Remasterizado
1132,"Bebo Champagne y Lo Tiro (feat. Papi Trujillo, Cuban Bling & Pochi) - Remix"
1133,Beemedobleve
1134,"Beethoven: Piano Concerto No. 1 in C Major, Op. 15: III. Rondo. Allegro scherzando"
1135,Bella Gitana - Remasterizado
1136,Bellakeo - Remix
1137,Bendiciones
1138,"Berceuses, Op. 47: I Andnate"
1139,"Berceuses, Op. 47: II Larghetto"
1140,"Berceuses, Op. 47: III Andante sostenuto"
1141,"Berlioz: Hymne des Marseillais, H 51a"
1142,Bermejo Toro de Lluvia
1143,Bernabe la Fiera
1144,"Bernabe, La Fiera - Remasterizado"
1145,Berretin
1146,Berretin
1147,Berretin
1148,Berretines de Bacana
1149,Berretín
1150,Besame - Remasterizado
1151,Besame en la Boca - Remasterizado
1152,Besandote
1153,Beso Partido
1154,Beso Partido
1155,Beso Su Mano Mi Dama
1156,"Beso Su Mano, Mi Dama - Remasterizado"
1157,Beso a Beso
1158,"Beso a Usted la Mano, Madame"
1159,Besos Muertos
1160,Besos de Miel
1161,Besos de Miel
1162,Besos de Miel - Remasterizado
1163,Besos de Miel - Remasterizado
1164,Better Way
1165,Bhavi - BZRP Music Sessions #1
1166,Bibelot
1167,Bicentenario
1168,Bicentenario
1169,Bicentenario
1170,Bicentenario
1171,Bichiloop Rmx
1172,Bichiluz en los 80s - Gastón Bernardou Remix
1173,Bichito de San Antonio
1174,Bico Payaco Borechu - Bayle de Danzantes
1175,Bico Payaco Borechu - Bayle de Danzantes
1176,Bien Criolla Y Bien Porteña
1177,Bien Frappe
1178,Bien Frappe - 2a Version
1179,Bien Frappé - Remastered
1180,Bien Nuestro
1181,Bien criolla y bien porteña
1182,Bien milonga
1183,Bienvenida al juego
1184,Big Bang
1185,Big bang (Estallan nuestras fuentes)
1186,Bigotito - Remasterizado
1187,Billie Jean
1188,Bituca
1189,Biyuya
1190,Black
1191,Black Bamboo
1192,Black City
1193,Black Russian
1194,Blake
1195,Blanca Navidad
1196,Blanca Nieve
1197,Blanco y Azul
1198,Blood - Remix
1199,Blue in Green
1200,Blue in Green
1201,Blues De La Parcas
1202,Blues De Media Noche
1203,Blues Desorbitado
1204,Blues Five
1205,Blues Porteño
1206,Blues de Shakespeare
1207,Blues del Equipaje - Vivo Luna Park
1208,Blues del Vino
1209,Blues del Vino
1210,Blues en Terceras
1211,Blues for Mrs Paulter
1212,Bluesoul
1213,Blunted 3
1214,Blunted 4
1215,"Blunted Vato: Bzrp Music Sessions, Vol. 4"
1216,Blus Local
1217,Boas Noites
1218,Boas Noites - Remasterizado
1219,Boca Juniors
1220,Boedo (Reprise): Boedo
1221,Boedo (arr. M.D. Pujol)
1222,Boedo (arr. M.J. Nisinman)
1223,Boedo Y San Juan
1224,Boina & Flores
1225,Bole Koye Manush K Ki
1226,Bolivia
1227,Bolivia
1228,Bolivia - Jazz Online Club Sessions
1229,Bonita Rama de Sauce
1230,Bonita Rama de Sauce
1231,Bonita rama de sauce
1232,"Bonita rama de sauce, (Viola and Piano) Arr. Kashkashian / Levin: I. from Canciones Populares - Instrumental"
1233,Bonus Track: Discanto Comechingon
1234,Booged Out - Julian Sanza Remix
1235,Bordando para la Reina
1236,Bordel 1900 - Historia del Tango
1237,Borges un Fervor en Buenos Aires
1238,Borocotopo
1239,Borocotopo
1240,Borrando Fronteras (feat. Roberto Carabajal)
1241,Botellero (Bonus Track)
1242,Botheration
1243,Botines Viejos - Remasterizado
1244,Boulevard San Jorge
1245,Boys Don't Cry
1246,"Brasil, Brasil - Remasterizado"
1247,Bravo Nuestros Campeones
1248,Bravos Cadetes - Remasterizado
1249,Brazilear
1250,"Brian's Coral (Dedicado a Brian Wilson) - From ""Toda Canción Será Plegaria"" (Litto Nebbia & Mirtha Defilpo, 1979)"
1251,Brighter Days
1252,Brion
1253,Broken Silence Suite: I. The Right Side
1254,Broken Silence Suite: I. The Right Side
1255,Broken Silence Suite: II. Stolen Dreams
1256,Broken Silence Suite: II. Stolen Dreams
1257,Broken Silence Suite: III. An Open Window
1258,Broken Silence Suite: III. An Open Window
1259,Broken Silence Suite: IV. Until Today
1260,Broken Silence Suite: IV. Until Today
1261,Broken Silence Suite: IX. Oyf'n Pripetchok (That Song)
1262,Broken Silence Suite: IX. Oyf'n Pripetchok (That Song)
1263,Broken Silence Suite: V. The Longest Journey
1264,Broken Silence Suite: V. The Longest Journey
1265,Broken Silence Suite: VI. Just a Picture
1266,Broken Silence Suite: VI. Just a Picture
1267,Broken Silence Suite: VII. Encounter
1268,Broken Silence Suite: VII. Encounter
1269,Broken Silence Suite: VIII. Remembering
1270,Broken Silence Suite: VIII. Remembering
1271,Broken Silence Suite: X. Breaking the Silence
1272,Broken Silence Suite: X. Breaking the Silence
1273,Bronca Rea
1274,Brothers
1275,Brujerías - Remasterizado
1276,Bruma
1277,Bubblegum
1278,Buen Agüero
1279,Buen viaje
1280,Buenas Noches - Remasterizado
1281,Buenas Noches Buenos Aires
1282,Buenas Noches Corazón - Remasterizado
1283,Buenas Noches Japón
1284,"Buenas Noches, Querida - Remasterizado"
1285,Buenos Aires
1286,Buenos Aires
1287,Buenos Aires (De Tus Amores)
1288,Buenos Aires Conoce (with Osvaldo Berlingieri Y Su Orquesta)
1289,Buenos Aires Dark...
1290,Buenos Aires De Ayer
1291,Buenos Aires Es una Papa - Remasterizado
1292,Buenos Aires Hora 0
1293,Buenos Aires Hora Cero - Triunfal
1294,Buenos Aires Me Voy
1295,Buenos Aires Querido - Remasterizado
1296,Buenos Aires Report
1297,Buenos Aires Sur
1298,Buenos Aires de Ayer - Remastered
1299,"Buenos Aires hora cero (Arr. for piano, cello and vibraphone by Gustavo Beytelmann)"
1300,Buenos Aires hora cero (arr. P. Ziegler for 2 pianos)
1301,Buenos Días Amor - Sobrenadar Remix
1302,Buenos Días Amor - Sobrenadar Remix Instrumental
1303,Buenos Días Pamela
1304,Bufones Buenos
1305,Bug's Trick
1306,Buhardilla
1307,Bullicio del Corso
1308,Buoy/ A Call At The Beach
1309,Burbujas
1310,Burrito
1311,Buscando Millonaria
1312,Buscando Siempre
1313,Buscando el nido
1314,Buscando siempre
1315,Buscapié
1316,Busco un corazón
1317,Buscábamos Vida
1318,Buscábamos Vida - Remasterizado 2021
1319,Butterfly Kisses
1320,Bárbara
1321,Bésame
1322,Bésame
1323,Bésame Mucho
1324,C PIKO LA CLANDESTINA
1325,"C.R.O: Bzrp Music Sessions, Vol. 29"
1326,C.t.v.
1327,C.t.v.
1328,C14TORCE
1329,C90 (Remix)
1330,C90 (Remix)
1331,"CA7RIEL: Bzrp Music Sessions, Vol.14"
1332,CABJ
1333,CAMBIANDO LA PIEL
1334,CARA DE MALA
1335,CARAS VEMOS - Remix
1336,CHICA BOND
1337,CHOCOLATE EN RAMA
1338,CHOCOLATE EN RAMA
1339,CHOCOLATE EN RAMA VIP
1340,CHOCOLATE EN RAMA VIP
1341,CLARO QUE SÍ (feat. C.R.O)
1342,COACH
1343,COMO LO COME
1344,CUANDO FUE?
1345,CULPA
1346,Cabalgando
1347,Cabalgando
1348,Caballito Mio
1349,Cabecitas blancas
1350,Cabello Rojo
1351,Cabriolas
1352,Cacareando
1353,Cacha viaje
1354,Cachadora - Remasterizado
1355,Cachirliando
1356,Cacho
1357,Cachá Viaje
1358,Cada Día Te Extraño Mas
1359,Cada Día Te Extraño Más
1360,Cada Pequeña Muerte
1361,Cada Vez Que Me Recuerde
1362,Cada Vez Que Me Recuerdes - Astor Piazzolla
1363,Cada Vez Que Me Recuerdes - Astor Piazzolla
1364,Cada Vez Que Me Recuerdes - Remasterizado
1365,Cada Vez Que No Miramos Atrás
1366,Cada Vez Te Extraño Más (feat. Juan Carlos Cambon y Su Orquesta)
1367,Cada Vez Te Extraño Más (feat. Juan Carlos Cambon y Su Orquesta)
1368,Cada Vez que me Recuerdes
1369,Cada dia te extrano mas
1370,Cadena de Amor - Remasterizado
1371,Cadenas y Moneda
1372,Cadencias
1373,Cadenza: La Parodia de los Violines
1374,Cae la Noche
1375,Caen
1376,Cafetin de bueno aires
1377,Cafetín
1378,Cafetín
1379,Cafetín de Buenos Aires (with Héctor de Rosas)
1380,Cafetín de Buenos Aires (with Orquesta Tipica Porteña)
1381,Café De Los Angelitos - Remastered
1382,Café 1930 - Historia del Tango
1383,Café De Los Angelitos
1384,Café Para Dos
1385,Café la humedad
1386,Café para dos: Café para dos
1387,Caido del Cielo
1388,Caja de Música
1389,Calabu (arr. M.I. Siewers)
1390,Calecita de Mi Novia - Remasterizado
1391,Caliente
1392,Calix Bento (Arr. by Eduardo Egüez)
1393,Calix Bento (Arr. by Eduardo Egüez)
1394,Calla Bandoneón
1395,Calla Corazón - Remastered
1396,Calla Corazón
1397,Calla bandoneon
1398,Calla corazon
1399,Callao y Santa Fé - Instrumental
1400,Calle
1401,Calle 2 - Remix
1402,Calle Corrientes - Remasterizado
1403,Calle Vacía
1404,Callecita De Mi Barrio - Remastered
1405,Callejera - Palabras 3: De Enrique Cadícamo
1406,Callejon
1407,Callejón
1408,Callejón
1409,Callejón De Arreo
1410,Calles Somnolientas - Bonus Track
1411,Calor
1412,Calor
1413,Calor - Remix
1414,Calor de Hogar
1415,Calún Gangué
1416,Cama Vacia
1417,Camafeo
1418,Camarín - Camet Freak Mix
1419,Cambalache (with Orquesta Tipica Porteña)
1420,Cambalache - Remasterizado
1421,Cambia Rosario
1422,Cambiombe
1423,Cambiombe
1424,Cambiombe
1425,Camina (Suave y Elegante)
1426,Caminante del Amor
1427,Caminantes
1428,Caminito (Canción porteña) - Voice
1429,Caminito (Canción porteña) - Voice
1430,Caminito soleado
1431,Camino A Singapur - Remastered
1432,Camino Alegre (Besela Doroha) / Canciones Populares (Tradicional)
1433,Camino Del Tucumán - Remastered
1434,Camino Del Tucumán
1435,Camino Hacia Quimilí
1436,Camino a Tucuman
1437,Camino a la Argentina
1438,Camino de Posguerra
1439,Camino de Posguerra - Reptilian Commander Remix
1440,Camino de las Tropas
1441,Camino del Tucuman
1442,Camino del Tucuman
1443,Camino del tucuman
1444,Caminos Nuevos
1445,Caminos Perfectos - Flavio Etcheto Remix
1446,Campanas de Bronce - Remasterizado
1447,"Campanilla, ¿A Dónde Vas?"
1448,"Campanilla, ¿A Dónde Vas?"
1449,Campanita de la Escuela
1450,Campero - Cinco Piezas Para Guitarra
1451,Campo - Remasterizado
1452,Campo Adentro
1453,Campo Afuera - Remastered
1454,Campo afuera
1455,Camuflage
1456,Camuflage - Versión Alternativa
1457,Camuflaje - Christian Powditch Remix
1458,Canal
1459,Canal Saint Martin
1460,Canaro
1461,Canaro - Instrumental
1462,Canaro en Córdoba - Remasterizado
1463,Cancion Desesperada (feat. Atilio Bruni y Su Orquesta)
1464,Cancion al Arbol de Olvido
1465,Cancion al Arbol de Olvido
1466,Cancion chiquita: Canción chiquita
1467,Cancion de Mi Ciudad
1468,Cancion de Olvido
1469,Cancion de Tango
1470,Cancion de cuna
1471,Cancion de rango
1472,Cancion del Jangadero
1473,Cancion del Yucatan
1474,Cancion del pinar
1475,Cancion del que no hace nada
1476,Cancion para los Hombres Que No Lloran
1477,Canciones En Cuarentena
1478,Canciones del abuelo No. 2: Canciónes del abuelo No. 2
1479,Canción De Rango - Remastered
1480,Canción Para Un Cariño - Remastered
1481,Canción para Perdedores
1482,Canción Del Caballo Sin Jinete
1483,Canción Del Horizonte
1484,Canción Desesperada
1485,Canción Desesperada (feat. Sexteto Mayor)
1486,Canción Desesperada - Remasterizado
1487,Canción Esdrújula
1488,Canción Hacia Vos
1489,Canción Para Carito
1490,Canción Para Mi Padre
1491,Canción Sin Miedo
1492,Canción celestial
1493,"Canción de 30 Años - From ""Toda Canción Será Plegaria"" (Litto Nebbia & Mirtha Defilpo, 1979)"
1494,Canción de Agosto (with Abel Pintos)
1495,Canción de Agua y Viento
1496,Canción de Amor (Popular)
1497,Canción de Amor para Marea y Tambor
1498,Canción de Amor para Marea y Tambor
1499,Canción de Ave María
1500,Canción de Bañar la Luna
1501,Canción de Bañar la Luna
1502,Canción de Cuna Costera
1503,Canción de Nacimiento en la Galaxia del Buen Hijo
1504,Canción de Rango
1505,Canción de Recién
1506,Canción de Tomar el Té
1507,Canción de Tomar el Té
1508,Canción de la Palliri
1509,Canción de la Palliri
1510,Canción de las Cantinas (with Alberto Rojo)
1511,Canción de las Notas
1512,Canción de las cantinas
1513,Canción de los Cadetes - Remasterizado
1514,Canción de los Ríos Ebrios
1515,Canción de los Ríos Ebrios
1516,Canción de un Servidor (Malvinas ´82)
1517,Canción del Ave María
1518,Canción del Bosque
1519,Canción del Brujito
1520,Canción del Iguazú
1521,Canción del Iguazú
1522,Canción del Iguazú
1523,Canción del Inmigrante
1524,Canción del Jangadero (Arr. by Eduardo Egüez)
1525,Canción del Jangadero (Arr. by Eduardo Egüez)
1526,Canción del Jangadero (Arr. by Eduardo Egüez)
1527,Canción del Jardinero
1528,Canción del Jardinero
1529,Canción del Que No Hace Nada
1530,Canción del Sundgau - Guarania
1531,Canción del pinar - Vivo en el Teatro Opera
1532,Canción del que no hace nada
1533,Canción para Cantar Desnuda
1534,Canción para Dino Saluzzi
1535,"Canción para Dino Saluzzi - From ""Canciones para Cada Uno Vol. 1"" (Litto Nebbia, 1977)"
